ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,0,0,0,0,805.3567567567568,141.01081081081082,0,1
1,2,0,0,0,0,844.126582278481,157.55696202531647,0,2
1,3,0,0,0,0,785.0048780487805,198.1951219512195,0,3
1,4,0,1,0,0,1444.076923076923,276.4835164835165,0,4
1,5,0,0,0,0,1215.7367802585195,336.0,0,5
1,6,0,0,0,0,804.9747899159664,449.83613445378154,0,6
1,7,0,0,0,0,1536.96632996633,494.23569023569024,0,7
1,8,0,0,0,0,1025.9893617021276,485.3404255319149,0,8
1,9,0,0,0,0,949.4195804195804,477.87412587412587,0,9
1,10,0,0,0,0,1236.5243902439024,509.2256097560976,0,10
1,11,0,0,0,0,1505.3453815261043,497.17269076305223,0,11
1,12,0,1,0,0,884.7954545454545,579.8308080808081,0,12
1,13,0,0,0,0,1669.1046511627908,684.6976744186046,0,13
1,14,0,1,0,0,1083.556074766355,718.8971962616822,0,14
1,15,0,0,0,0,1415.6331877729258,701.6244541484716,0,15
1,16,0,1,0,0,999.8316831683169,728.0321782178218,0,16
1,17,0,0,0,0,655.786432160804,726.3793969849246,0,17
1,18,0,0,0,0,1701.421364985163,751.8545994065282,0,18
1,19,0,1,0,0,1027.9004524886877,776.0429864253393,0,19
1,20,0,0,0,0,1367.8745247148288,784.8250950570342,0,20
1,21,0,1,0,0,1329.986301369863,795.445205479452,0,21
1,22,0,0,0,0,1822.911111111111,793.2166666666667,0,22
1,23,0,1,0,0,876.5575447570333,802.0588235294117,0,23
1,24,0,0,0,0,1643.9824253075572,838.8101933216169,0,24
1,25,0,1,0,0,453.71626297577853,838.4152249134949,0,25
1,26,0,1,0,0,1176.0051020408164,898.6173469387755,0,26
1,27,0,0,0,0,262.5632183908046,890.4942528735633,0,27
1,28,0,0,0,0,455.93617021276594,909.5602836879433,0,28
1,29,0,0,0,0,1725.585,937.295,0,29
1,30,0,1,0,0,1259.5170068027212,942.2539682539683,0,30
1,31,0,1,0,0,1104.1602067183462,952.6899224806201,0,31
1,32,0,0,0,0,873.6579572446556,937.9192399049881,0,32
1,33,0,1,0,0,1153.8784648187634,963.6289978678038,0,33
1,34,0,0,0,0,1746.1559888579386,947.6573816155989,0,34
1,35,0,0,0,0,1874.8619047619047,953.7523809523809,0,35
1,36,0,0,0,0,1509.2413793103449,1007.2298850574713,0,36
1,37,0,0,0,0,1703.313432835821,1021.2056384742951,0,37
1,38,0,0,0,0,1517.1909722222222,1066.986111111111,0,38
1,39,0,0,0,0,1640.5675675675675,1075.722972972973,0,39
1,40,0,0,0,0,1470.6842105263158,1111.891447368421,0,40
1,41,0,0,0,0,384.6718146718147,1174.6254826254826,0,41
1,42,0,0,0,0,140.0924369747899,1177.6974789915967,0,42
1,43,0,0,0,0,1720.429487179487,1207.7307692307693,0,43
1,44,0,0,0,0,315.2386363636364,1215.4886363636363,0,44
1,45,0,0,0,0,1369.2414965986395,1328.9285714285713,0,45
1,46,0,1,0,0,878.1575178997614,1326.2243436754177,0,46
1,47,0,0,0,0,1351.3591160220994,1320.011049723757,0,47
1,48,0,1,0,0,1103.7838541666667,1346.796875,0,48
1,49,0,0,0,0,1434.4650735294117,1344.9613970588234,0,49
1,50,0,0,0,0,1125.7002237136464,1347.9776286353467,0,50
1,51,0,0,0,0,355.9295154185022,1403.7224669603524,0,51
1,52,0,0,0,0,1818.5371900826447,1408.9256198347107,0,52
1,53,0,0,0,0,741.1571428571428,1437.9571428571428,0,53
1,54,0,0,0,0,1102.3387096774193,1440.4354838709678,0,54
1,55,0,0,0,0,1371.9661016949153,1474.8135593220338,0,55
1,56,0,1,0,0,950.4148936170212,1518.3164893617022,0,56
1,57,0,0,0,0,689.2083333333334,1587.101851851852,0,57
1,58,0,0,0,0,1382.1268656716418,1583.0074626865671,0,58
1,59,0,0,0,0,693.2449799196787,1658.0240963855422,0,59
1,60,0,0,0,0,1554.984962406015,1652.4285714285713,0,60
1,61,0,0,0,0,978.9069767441861,1650.9302325581396,0,61
1,62,0,0,0,0,1462.936170212766,1694.3900709219859,0,62
1,63,0,0,0,0,894.3676470588235,1692.1176470588234,0,63
1,64,0,0,0,0,717.4350649350649,1702.8116883116884,0,64
1,65,0,0,0,0,1124.429268292683,1786.7853658536585,0,65
1,66,0,0,0,0,1152.7904761904763,1809.2857142857142,0,66
1,67,0,0,0,0,1345.8255813953488,1840.3255813953488,0,67
